5,040
4,373
4,431
4,571
4,515
4,457
4,455
4,311
4,532
4,518
4,373
4,592
4,320
4,305
4,359
4,435
4,727
4,316
4,497
4,312
4,461
4,445
4,609
4,589
4,550
4,391
4,432
4,333
4,339
4,318
4,320
4,465
4,436
4,475
4,550
4,326
4,413
4,325
4,464
4,323
4,455
4,225
4,454
4,337
4,325
4,332
4,705
4,492
4,394
4,351
4,304
4,434
4,306
4,437
4,343
4,489
4,510
4,403
4,572
4,689
4,350
4,375
4,437
4,446
4,444
4,479
4,445
4,347
4,323
4,332
4,520
4,343
4,304
4,322
4,470
4,897
4,327
4,452
4,535
4,379
4,523
4,307
4,319
5,906
4,659
4,391
4,290
4,363
4,408
4,401
4,515
4,592
4,423
4,340
4,473
4,966
3,868
4,347
4,534
4,688
4,295
4,249
4,559
4,290
4,450
4,485
4,501
4,516
4,412
4,312
4,421
4,324
4,780
4,429
4,216
4,521
4,222
4,587
4,589
4,252
4,194
4,339
4,490
4,310
4,316
4,329
4,357
4,599
4,280
4,477
4,433
4,204
4,697
4,184
4,632
4,296
4,646
4,225
4,460
4,404
4,507
4,297
4,553
4,233
4,331
4,320
4,409
4,451
4,327
4,460
4,315
4,779
4,230
4,444
4,314
4,346
4,531
4,319
4,477
4,473
4,428
4,331
4,321
4,332
4,289
4,461
4,460
4,474
4,336
4,447
4,333
4,345
4,313
4,505
4,326
4,480
4,445
4,352
4,417
4,371
4,341
4,500
4,530
4,517
4,333
4,457
4,541
4,293
4,500
4,459
4,409
4,195
4,464
4,198
4,340
5,035
3,826
4,259
4,440
4,306
4,359
4,498
4,424
4,452
4,659
4,220
4,613
4,414
4,332
4,312
4,413
4,465
4,394
4,444
4,344
4,483
4,340
4,458
4,310
4,323
4,310
4,360
4,301
4,357
4,428
4,329
4,426
4,519
4,310
4,337
4,469
4,351
4,462
4,307
4,551
4,936
4,312
4,518
4,310
4,402
4,480
4,450
4,550
4,382
4,409
4,336
4,486
4,388
4,426
4,427
4,360
4,311
4,376
4,406
4,310
4,345
4,357
4,316
4,732
4,578
4,327
4,491
4,501
4,634
4,436
4,306
4,451
4,538
4,524
4,446
4,592
4,218
4,478
4,369
4,289
4,455
4,427
4,299
4,380
4,317
4,364
4,467
4,294
4,364
4,330
4,533
4,595
4,382
4,457
4,487
4,326
4,317
4,324
4,438
4,316
5,011
3,880
4,586
4,705
4,310
4,567
4,425
4,388
4,562
4,646
4,482
4,376
4,541
4,516
4,437
4,320
4,585
4,480
4,464
4,481
4,453
4,492
4,344
4,347
4,275
4,522
4,461
4,491
